Name,RowId,Description
"Kurdalegon",2379,""
"Amateur's Pliers",2380,""
"Bronze Pliers",2381,""
"Recruit's Pliers",2382,""
"Iron Pliers",2383,""
"Initiate's Pliers",2384,""
"Novice's Pliers",2385,""
"Steel Pliers",2386,""
"Apprentice's Pliers",2387,""
"Mythril Pliers",2388,""
"Cobalt Pliers",2389,""
"Militia Pliers",2390,""
"Weathered Chaser Hammer",2391,""
"Bronze Chaser Hammer",2392,""
"Amateur's Chaser Hammer",2393,""
"Bronze Ornamental Hammer",2394,""
"Iron Chaser Hammer",2395,""
"Initiate's Chaser Hammer",2396,""
"Iron Ornamental Hammer",2397,""
"Steel Chaser Hammer",2398,""
"Steel Ornamental Hammer",2399,""
"Mythril Ornamental Hammer",2400,""
"Mythril Lapidary Hammer",2401,""
"Electrum Lapidary Hammer",2402,""
"Gavel of the Luminary",2403,""
"Urcaguary",2404,""
"Amateur's Grinding Wheel",2405,""
"Ragstone Grinding Wheel",2406,""
"Recruit's Grinding Wheel",2407,""
"Mudstone Grinding Wheel",2408,""
"Initiate's Grinding Wheel",2409,""
"Novice's Grinding Wheel",2410,""
"Siltstone Grinding Wheel",2411,""
"Apprentice's Grinding Wheel",2412,""
"Garnet Grinding Wheel",2413,""
"Basilisk Grinding Wheel",2414,""
"Militia Grinding Wheel",2415,""
"Weathered Head Knife",2416,""
"Bronze Head Knife",2417,""
"Amateur's Head Knife",2418,""
"Brass Head Knife",2419,""
"Initiate's Head Knife",2420,""
"Iron Round Knife",2421,""
"Iron Head Knife",2422,""
"Silver Head Knife",2423,""
"Steel Round Knife",2424,""
"Mythril Head Knife",2425,""
"Mythril Round Knife",2426,""
"Electrum Head Knife",2427,""
"Knife of the Luminary",2428,""
"Pinga",2429,""
"Amateur's Awl",2430,""
"Bronze Awl",2431,""
"Recruit's Awl",2432,""
"Iron Awl",2433,""
"Initiate's Awl",2434,""
"Novice's Awl",2435,""
"Steel Awl",2436,""
"Wrapped Steel Awl",2437,""
"Apprentice's Awl",2438,""
"Mythril Awl",2439,""
"Cobalt Awl",2440,""
"Militia Awl",2441,""
"Rusty Needle",2442,""
"Copper Needle",2443,""
"Bat Fang Needle",2444,""
"Amateur's Needle",2445,""
"Brass Needle",2446,""
"Initiate's Needle",2447,""
"Silver Needle",2448,""
"Worm Fang Needle",2449,""
"Mythril Needle",2450,""
"Wolf Fang Needle",2451,""
"Thousand Needle",2452,""
"Electrum Needle",2453,""
"Needle of the Luminary",2454,""
"Clotho",2455,""
"Amateur's Spinning Wheel",2456,""
"Ash Spinning Wheel",2457,""
"Recruit's Spinning Wheel",2458,""
"Initiate's Spinning Wheel",2459,""
"Elm Spinning Wheel",2460,""
"Novice's Spinning Wheel",2461,""
"Walnut Spinning Wheel",2462,""
"Apprentice's Spinning Wheel",2463,""
"Mahogany Spinning Wheel",2464,""
"Rosewood Spinning Wheel",2465,""
"Militia Spinning Wheel",2466,""
"Weathered Alembic",2467,""
"Bronze Alembic",2468,""
"Amateur's Alembic",2469,""
"Brass Alembic",2470,""
"Initiate's Alembic",2471,""
"Iron Alembic",2472,""
"Conical Alembic",2473,""
"Steel Alembic",2474,""
"Silver Alembic",2475,""
"Mythril Alembic",2476,""
"Electrum Alembic",2477,""
"Thermal Alembic",2478,""
"Alembic of the Luminary",2479,""
"Paracelsus",2480,""
"Amateur's Mortar",2481,""
"Bronze Mortar",2482,""
"Recruit's Mortar",2483,""
"Iron Mortar",2484,""
"Initiate's Mortar",2485,""
"Novice's Mortar",2486,""
"Steel Mortar",2487,""
"Heavy Steel Mortar",2488,""
"Apprentice's Mortar",2489,""
"Mythril Mortar",2490,""
"Cobalt Mortar",2491,""
"Militia Mortar",2492,""
"Weathered Skillet",2493,""
"Bronze Skillet",2494,""
"Amateur's Skillet",2495,""
"Iron Skillet",2496,""
"Initiate's Skillet",2497,""
"Iron Frypan",2498,""
"Bomb Frypan",2499,""
"Steel Skillet",2500,""
"White Skillet",2501,""
"Steel Frypan",2502,""
"Cobalt Skillet",2503,""
"Hells' Kitchen",2504,""
"Pan of the Luminary",2505,""
"Chantico",2506,""
"Amateur's Culinary Knife",2507,""
"Bronze Culinary Knife",2508,""
"Recruit's Culinary Knife",2509,""
"Iron Culinary Knife",2510,""
"Initiate's Culinary Knife",2511,""
"Novice's Culinary Knife",2512,""
"Steel Culinary Knife",2513,""
"Wrapped Steel Culinary Knife",2514,""
"Apprentice's Culinary Knife",2515,""
"Mythril Culinary Knife",2516,""
"Cobalt Culinary Knife",2517,""
"Militia Culinary Knife",2518,""
"Weathered Pickaxe",2519,""
"Bronze Pickaxe",2520,""
"Amateur's Pickaxe",2521,""
"Plumed Bronze Pickaxe",2522,""
"Iron Pickaxe",2523,""
"Initiate's Pickaxe",2524,""
"Iron Dolabra",2525,""
"Steel Pickaxe",2526,""
"Steel Dolabra",2527,""
"Plumed Mythril Pickaxe",2528,""
"Cobalt Dolabra",2529,""
"Egret Dolabra",2530,""
"Pick of the Luminary",2531,""
"Mammon",2532,""
"Weathered Sledgehammer",2533,""
"Bronze Sledgehammer",2534,""
"Recruit's Sledgehammer",2535,""
"Initiate's Sledgehammer",2536,""
"Iron Sledgehammer",2537,""
"Novice's Sledgehammer",2538,""
"Steel Sledgehammer",2539,""
"Wrapped Steel Sledgehammer",2540,""
"Apprentice's Sledgehammer",2541,""
"Mythril Sledgehammer",2542,""
"Cobalt Sledgehammer",2543,""
"Militia Sledgehammer",2544,""
"Weathered Hatchet",2545,""
"Bronze Hatchet",2546,""
"Amateur's Hatchet",2547,""
"Iron Hatchet",2548,""
"Initiate's Hatchet",2549,""
"Brass Hatchet",2550,""
"Plumed Iron Hatchet",2551,""
"Steel Hatchet",2552,""
"Plumed Steel Hatchet",2553,""
"Mythril Hatchet",2554,""
"Cobalt Hatchet",2555,""
"Horned Hatchet",2556,""
"Axe of the Luminary",2557,""
"Rauni",2558,""
"Weathered Scythe",2559,""
"Bronze Scythe",2560,""
"Recruit's Scythe",2561,""
"Iron Scythe",2562,""
"Initiate's Scythe",2563,""
"Novice's Scythe",2564,""
"Steel Scythe",2565,""
"Wrapped Steel Scythe",2566,""
"Apprentice's Scythe",2567,""
"Mythril Scythe",2568,""
"Cobalt Scythe",2569,""
"Militia Scythe",2570,""
"Weathered Fishing Rod",2571,""
"Maple Fishing Rod",2572,""
"Amateur's Fishing Rod",2573,""
"Elm Fishing Rod",2574,""
"Initiate's Fishing Rod",2575,""
"Yew Fishing Rod",2576,""
"Staghorn Fishing Rod",2577,""
"Walnut Fishing Rod",2578,""
"Horn Fishing Rod",2579,""
"Mahogany Fishing Rod",2580,""
"Rosewood Fishing Rod",2581,""
"Gilded Rosewood Fishing Rod",2582,""
"Rod of the Luminary",2583,""
"Halcyon Rod",2584,""
"Lugworm",2585,"A hairy marine worm that lives under beach sand. Live bait for ocean fishing."
"Moth Pupa",2586,"A moth in the third stage of its development into an adult. Live bait for freshwater fishing."
"Pill Bug",2587,"A small insect covered in a grey protective carapace. Is known to curl up in a ball when agitated. Live bait for ocean fishing."
"Crayfish Ball",2588,"A ball of crayfish and rye flour paste. Processed bait for freshwater fishing."
"Goby Ball",2589,"A ball of goby and rye flour paste. Processed bait for ocean fishing."
"Bloodworm",2590,"A common earthworm that earns its name from the blood red tint of its body. Live bait for freshwater fishing."
"Rat Tail",2591,"The thin tail of a rat, often carried by young Lalafellin boys as a good-luck charm. Bait for ocean fishing."
"Midge Basket",2592,"A tightly knitted wicker basket filled with a swarm of biting midges. Live bait for freshwater fishing."
"Crab Ball",2593,"A ball of crabmeat and rye flour paste. Processed bait for ocean fishing."
"Butterworm",2594,"If allowed to pupate, this bright-yellow larva will transform into a hideous moth which can devour an entire tunic in a single turn of the sun. Live bait for freshwater fishing."
"Bass Ball",2595,"A ball of dark bass and sunset flour paste. Processed bait for freshwater fishing."
"Spoon Worm",2596,"Also colorfully known as a “fisherman's member,” the stench of this sea-dwelling creature when sliced up is perfect for attracting hungry fish. Live bait for ocean fishing."
"Syrphid Basket",2597,"A tightly knitted wicker basket filled with a swarm of angry syrphids. Live bait for freshwater fishing."
"Herring Ball",2598,"A ball of Indigo herring and sunset flour paste. Processed bait for ocean fishing."
"Honey Worm",2599,"The honeyfly will lay its eggs in beehives where, upon hatching, the larvae will feed on honey until pupation. Live bait for freshwater fishing."
"Sand Leech",2600,"A spineless creature which hides patiently under the desert─ofttimes for several moons─until a larger beast passes nearby. The leech will then attach itself to the new host's leg and proceed to drink deep of the beast's blood until its belly is full, after which it releases itself back to the desert to wait for its next victim. Live bait for dunefishing."
"Stem Borer",2601,"This longhorn beetle larva can most commonly be found burrowed deep into the trunks of fallen logs. Live bait for freshwater fishing."
"Sand Gecko",2602,"When night falls, thousands of these tiny scalekin can be seen scampering about the Sagolii Desert in search of the beetles on which they dine. Live bait for dunefishing."
"Glowworm",2603,"It is not known why one end of these vilekin shines bright like a candle. It is, however, known that the light emitted by these creatures makes them a perfect target for hungry fish. Live bait for freshwater and ocean fishing."
"Rolling Stone",2604,"When threatened, this tiny desert crustacean will curl itself into a ball which, to the untrained eye, will appear no more than a simple pebble. Live bait for dunefishing."
"Hoverworm",2605,"Unlike other vilekin larvae, the hoverworm is not confined to life on the ground. Filling its belly with air allows it to freely ride the thermals over the Sea of Clouds. Live bait for skyfishing."
"Northern Krill",2606,"Microscopic shrimp which inhabit the colder sea currents hailing from the northern seas. Live bait for ocean fishing."
"Caddisfly Larva",2607,"The fact they are extremely difficult to harvest from their underwater homes makes fishing with caddisfly larvae an option for only the most well-to-do anglers. Live bait for freshwater fishing."
"Soil Creeper",2608,"Atypical of common caterpillars, this sand-dwelling species is covered in a rock-like outer skin which serves to prevent the loss of moisture to the hot desert sun. Live bait for dunefishing."
"Balloon Bug",2609,"With wings too underdeveloped for flying, this beetle has adopted another method of locomotion about the Sea of Clouds─a second bladder it fills with a noxious lighter-than-air gas. This foul stench is known to attract larger, hungrier creatures. Live bait for skyfishing."
"Chocobo Fly",2610,"A freshwater fishing lure made from a chocobo feather. The faint aroma of stable hay brings back memories of a simpler time."
"Floating Minnow",2611,"A light plug lure made to resemble a minnow. Especially effective when used to land fish swimming close to the water's surface."
"Brass Spoon Lure",2612,"A polished brass lure shaped like a spoon so it will oscillate when dragged through the water, attracting fish. Especially effective in lakes."
"Shrimp Cage Feeder",2613,"A small metal cage packed with a pungent mixture of chopped shrimp. Fish are drawn to the area as pieces of shrimp break off from the cage. Processed bait for ocean fishing."
"Crow Fly",2614,"A caddisfly-shaped lure crafted from a crow feather. Recommended for freshwater fly fishing novices."
"Silver Spoon Lure",2615,"A polished silver lure shaped like a spoon so it will oscillate when dragged through the water, attracting fish. Especially effective in lakes."
"Steel Jig",2616,"The weight of this steel lure allows for casting great distances, such as from coastlines."
"Sinking Minnow",2617,"A heavy plug lure made to resemble a minnow. Effective in attracting fish from both surface and floor."
"Snurble Fly",2618,"A freshwater fishing lure made from a snurble tuft."
"Heavy Steel Jig",2619,"The sheer weight of this steel lure allows for casting tremendous distances, such as from coastlines."
"Spinner",2620,"A metal river lure designed to resemble both a mayfly and a minnow, allowing for use in a variety of different situations."
"Krill Cage Feeder",2621,"A small metal cage packed with northern krill. Fish are drawn to the area as krill float off from the cage. Processed bait for ocean fishing."
"Mythril Spoon Lure",2622,"A polished mythril lure shaped like a spoon so it will oscillate when dragged through the water, attracting all manner of lake and marsh life."
"Wildfowl Fly",2623,"A freshwater lure made from a wildfowl feather. Its uncanny resemblance to a mayfly makes it irresistible to vilekin-feeding fish such as trout."
"Topwater Frog",2624,"A light freshwater lure crafted to resemble a frog. Best suited for larger prey such as pikes and certain trout."
"Rainbow Spoon Lure",2625,"A shiny blacklip oyster shell lure shaped like a spoon so it will oscillate when dragged through the water, attracting all manner of aquatic life. Especially effective in lakes."
"Spinnerbait",2626,"Several small spinners joined together to resemble a school of fish. Especially effective in rivers."
"Streamer",2627,"A freshwater fly designed to sink below the water's surface, and by doing so, attract the larger carnivorous fish living near the floor."
"Yumizuno",2628,"A curved man-made lure used traditionally in the Far East, the name means literally “bow horn.” Increases chances of landing a big catch, even when casting from shore."
"Hempen Coif",2629,""
"Hempen Coif of Gathering",2630,""
"Leather Calot",2631,""
"Garlond Goggles",2632,"Increases EXP earned from battle, crafting, and gathering when level 10 or below.
EXP Bonus: +20%"
"Moogle Cap",2633,"Increases EXP earned from battle, crafting, and gathering when level 10 or below.
EXP Bonus: +20%"
"Helm of Light",2634,"Increases EXP earned from battle, crafting, and gathering when level 10 or below.
EXP Bonus: +20%"
"Judge's Chain Coif",2635,"Fits: Game Masters"
"Judge's Goggles",2636,"Fits: Game Masters"
"Onion Helm",2637,""
"Pumpkin Head",2638,""
"Unripened Pumpkin Head",2639,""
"White Pumpkin Head",2640,""
"Ripened Pumpkin Head",2641,""
"Dream Hat",2642,""
"Reindeer Antlers",2643,""
"Usagi Kabuto",2644,""
"Dragon Kabuto",2645,""
"Crimson Dragon Kabuto",2646,""
"Golden Dragon Kabuto",2647,""
"Black Dragon Kabuto",2648,""
"Scarf of Wondrous Wit",2649,""
"Company Hat",2650,""
"Monoa Mask",2651,"A wooden mask used in Padjali ceremonies. A rough translation of the word monoa is “to sit silently on the land and speak.”"
"Hempen Bandana",2652,""
"Leather Eyepatch",2653,""
"Hard Leather Pot Helm",2654,""
"Hempen Hat",2655,""
"Bronze Chain Coif",2656,""
"Ripped Chef's Hat",2657,""
"Straw Hat",2658,""
"Pristine Egg Cap",2659,""
"Amateur's Headgear",2660,""
"Amateur's Hempen Coif",2661,""
"Bronze Sallet",2662,""
"Stablemaid's Hat",2663,""
"Bronze Barbut",2664,""
"Cotton Turban",2665,""
"Stablehand's Hat",2666,""
"Dented Celata",2667,""
"Brass Spectacles",2668,""
"Hard Leather Eyepatch",2669,""
"Cotton Scarf",2670,""
"Chocobo Egg Cap",2671,""
"Hard Leather Skullcap",2672,""
"Bronze Celata",2673,""
"Aetherial Bronze Celata",2674,""
"Ash Mask",2675,""
"Aetherial Ash Mask",2676,""
"Hunting Hat",2677,""
"Aetherial Hunting Hat",2678,""
"Plundered Cavalier's Hat",2679,""
"Decorated Bronze Barbut",2680,""
"Aetherial Decorated Bronze Barbut",2681,""
"Pirate's Bandana",2682,""
"Plundered Goggles",2683,""
"Plundered Celata",2684,""
"Brass Circlet (Sunstone)",2685,""
"Aetherial Brass Circlet (Sunstone)",2686,""
"Brass Circlet (Danburite)",2687,""
"Aetherial Brass Circlet (Danburite)",2688,""
"Brass Circlet (Malachite)",2689,""
"Aetherial Brass Circlet (Malachite)",2690,""
"Brass Circlet (Sphene)",2691,""
"Aetherial Brass Circlet (Sphene)",2692,""
"Brass Circlet (Fluorite)",2693,""
"Aetherial Brass Circlet (Fluorite)",2694,""
"Brass Circlet (Lapis Lazuli)",2695,""
"Aetherial Brass Circlet (Lapis Lazuli)",2696,""
"Goatskin Pot Helm",2697,""
"Aetherial Goatskin Pot Helm",2698,""
"Cotton Coif",2699,""
"Cotton Coif of Gathering",2700,""
"Aetherial Cotton Coif",2701,""
"Moldering Jester's Cap",2702,""
"Ash Mask (Lapis Lazuli)",2703,""
"Aetherial Ash Mask (Lapis Lazuli)",2704,""
"Black Usagi Kabuto",2705,""
"Silver Usagi Kabuto",2706,""
"Vibrant Egg Cap",2707,""
"Iron Sallet",2708,""
"Aetherial Iron Sallet",2709,""
"Goatskin Eyepatch",2710,""
"Aetherial Goatskin Eyepatch",2711,""
"Iron Celata",2712,""
"Aetherial Iron Celata",2713,""
"Initiate's Headgear",2714,""
"Gridanian Soldier's Cap",2715,""
"Lominsan Soldier's Cap",2716,""
"Ul'dahn Soldier's Cap",2717,""
"Coeurl's Eye",2718,""
"Cotton Sugarloaf Hat",2719,""
"Aetherial Cotton Sugarloaf Hat",2720,""
"Doctore's Chain Coif",2721,""
"Doctore's Hat",2722,""
"Iron Elmo",2723,""
"Aetherial Iron Elmo",2724,""
"Reinforced Iron Sallet",2725,""
"Aetherial Reinforced Iron Sallet",2726,""
"Velveteen Bandana",2727,""
"Silver Spectacles",2728,""
"Velveteen Turban",2729,""
"Aetherial Velveteen Turban",2730,""
"Silver Magnifiers",2731,""
"Aetherial Silver Spectacles",2732,""
"Velveteen Wedge Cap of Crafting",2733,""
"Velveteen Wedge Cap of Gathering",2734,""
"Silver Circlet (Garnet)",2735,""
"Aetherial Silver Circlet (Garnet)",2736,""
"Silver Circlet (Goshenite)",2737,""
"Aetherial Silver Circlet (Goshenite)",2738,""
"Silver Circlet (Peridot)",2739,""
"Aetherial Silver Circlet (Peridot)",2740,""
"Silver Circlet (Heliodor)",2741,""
"Aetherial Silver Circlet (Heliodor)",2742,""
"Silver Circlet (Amethyst)",2743,""
"Aetherial Silver Circlet (Amethyst)",2744,""
"Silver Circlet (Aquamarine)",2745,""
"Aetherial Silver Circlet (Aquamarine)",2746,""
"Nighthawk Visor",2747,""
"Torturer's Monocle",2748,""
"Warden's Barbut",2749,""
"Velveteen Beret",2750,""
"Brilliant Egg Cap",2751,""
"Peregrine Helm",2752,""
"Steel Sallet",2753,""
"Aetherial Steel Sallet",2754,""
"Steel Celata",2755,""
"Aetherial Steel Celata",2756,""
"Vintage Celata",2757,""
"Steel Goggles",2758,""
"Torn Coif",2759,""
"Serpent Private's Coif",2760,""
"Storm Private's Sallet",2761,""
"Flame Private's Pot Helm",2762,""
"Velveteen Sugarloaf Hat",2763,""
"Aetherial Velveteen Sugarloaf Hat",2764,""
"Steel Elmo",2765,""
"Aetherial Steel Elmo",2766,""
"Skull Eyepatch",2767,""
"Aetherial Skull Eyepatch",2768,""
"Mythril Magnifiers",2769,""
"Infantry Bandana",2770,""
"Battlemage's Hat",2771,""
"Cavalry Mask",2772,""
"Woolen Sugarloaf Hat (Red)",2773,""
"Mythril Spectacles",2774,""
"Aetherial Mythril Spectacles",2775,""
"Linen Turban",2776,""
"Aetherial Linen Turban",2777,""
"Angler's Hat",2778,""
"Linen Hat",2779,""
"Aetherial Linen Hat",2780,""
"Divining Hat",2781,""
"Poacher's Hat",2782,""
"Conquistador Elmo",2783,""
"Chocobo Mask",2784,""
"Vintage Chef's Hat",2785,""
"Steel Barbut",2786,""
"Aetherial Steel Barbut",2787,""
"Boarskin Pot Helm",2788,""
"Aetherial Boarskin Pot Helm",2789,""
"Mythril Circlet (Rubellite)",2790,""
"Aetherial Mythril Circlet (Rubellite)",2791,""
"Mythril Circlet (Zircon)",2792,""
"Aetherial Mythril Circlet (Zircon)",2793,""
"Mythril Circlet (Tourmaline)",2794,""
"Aetherial Mythril Circlet (Tourmaline)",2795,""
"Mythril Circlet (Amber)",2796,""
"Aetherial Mythril Circlet (Amber)",2797,""
"Mythril Circlet (Spinel)",2798,""
"Aetherial Mythril Circlet (Spinel)",2799,""
"Mythril Circlet (Turquoise)",2800,""
"Aetherial Mythril Circlet (Turquoise)",2801,""
"Mythril Elmo",2802,""
"Aetherial Mythril Elmo",2803,""
"Linen Wedge Cap of Crafting",2804,""
"Linen Wedge Cap of Gathering",2805,""
"Woolen Coif",2806,""
"Aetherial Woolen Coif",2807,""
"Woolen Coif of Gathering",2808,""
"Midnight Egg Cap",2809,""
"Woolen Turban",2810,""
"Aetherial Woolen Turban",2811,""
"Mythril Celata",2812,""
"Aetherial Mythril Celata",2813,""
"Woolen Hat",2814,""
"Aetherial Woolen Hat",2815,""
"Linen Deerstalker",2816,""
"Mythril Barbut",2817,""
"Aetherial Mythril Barbut",2818,""
"Mythril Mesail",2819,""
"Red Onion Helm",2820,""
"Explorer's Calot",2821,""
"Explorer's Bandana",2822,""
"Veteran's Pot Helm",2823,""
"Demagogue Mask",2824,""
"Ranger's Hat",2825,""
"Aetherial Ranger's Hat",2826,""
"Mythril Chain Coif",2827,""
"Aetherial Mythril Chain Coif",2828,""
"Woolen Beret",2829,""
"Reinforced Mythril Elmo",2830,""
"Aetherial Reinforced Mythril Elmo",2831,""
"Woolen Cavalier's Hat",2832,""
"Aetherial Cavalier's Hat",2833,""
"Cobalt Preserves",2834,""
"Felt Coif",2835,""
"Aetherial Felt Coif",2836,""
"Felt Coif of Gathering",2837,""
"Serpent Sergeant's Coif",2838,""
"Serpent Sergeant's Circlet",2839,""
"Serpent Sergeant's Mask",2840,""
"Serpent Sergeant's Beret",2841,""
"Storm Sergeant's Sallet",2842,""
"Storm Sergeant's Circlet",2843,""
"Storm Sergeant's Mask",2844,""
"Storm Sergeant's Beret",2845,""
"Flame Sergeant's Pot Helm",2846,""
"Flame Sergeant's Circlet",2847,""
"Flame Sergeant's Mask",2848,""
"Flame Sergeant's Beret",2849,""
"Cobalt Elmo",2850,""
"Aetherial Cobalt Elmo",2851,""
"Felt Hat",2852,""
"Aetherial Felt Hat",2853,""
"Woolen Deerstalker",2854,""
"Vintage Jester's Cap",2855,""
"Pince-nez",2856,""
"Electrum Monocle",2857,""
"Aetherial Electrum Monocle",2858,""
"Cobalt Barbut",2859,""
"Aetherial Cobalt Barbut",2860,""
"Cobalt Mesail",2861,""
"Raptorskin Pot Helm",2862,""
"Aetherial Raptorskin Pot Helm",2863,""
"Strategos Coif",2864,""
"Peltast Helm",2865,""
"Warlock's Hat",2866,""
"Sipahi Turban",2867,""
"Mercenary's Pot Helm",2868,""
"Vermilion Chain Coif",2869,""
"Electrum Circlet (Rubellite)",2870,""
"Aetherial Electrum Circlet (Rubellite)",2871,""
"Electrum Circlet (Zircon)",2872,""
